time	latitude	longitude	VHM0
1.6528824E9	31.02083396911621	26.000001907348633	NaN
1.6528824E9	31.02083396911621	26.041667938232422	NaN
1.6528824E9	31.02083396911621	26.08333396911621	NaN
1.6528824E9	31.02083396911621	26.125001907348633	NaN
1.6528824E9	31.02083396911621	26.166667938232422	NaN
1.6528824E9	31.02083396911621	26.20833396911621	NaN
1.6528824E9	31.02083396911621	26.250001907348633	NaN
1.6528824E9	31.02083396911621	26.291667938232422	NaN
1.6528824E9	31.02083396911621	26.33333396911621	NaN
1.6528824E9	31.02083396911621	26.375001907348633	NaN
1.6528824E9	31.02083396911621	26.416667938232422	NaN
1.6528824E9	31.02083396911621	26.45833396911621	NaN
1.6528824E9	31.02083396911621	26.500001907348633	NaN
1.6528824E9	31.02083396911621	26.541667938232422	NaN
1.6528824E9	31.02083396911621	26.58333396911621	NaN
1.6528824E9	31.02083396911621	26.625001907348633	NaN
1.6528824E9	31.02083396911621	26.666667938232422	NaN
1.6528824E9	31.02083396911621	26.70833396911621	NaN
1.6528824E9	31.02083396911621	26.750001907348633	NaN
1.6528824E9	31.02083396911621	26.791667938232422	NaN
1.6528824E9	31.02083396911621	26.83333396911621	NaN
1.6528824E9	31.02083396911621	26.875001907348633	NaN
1.6528824E9	31.02083396911621	26.916667938232422	NaN
1.6528824E9	31.02083396911621	26.95833396911621	NaN
1.6528824E9	31.02083396911621	27.000001907348633	NaN
1.6528824E9	31.02083396911621	27.041667938232422	NaN
1.6528824E9	31.02083396911621	27.08333396911621	NaN
1.6528824E9	31.02083396911621	27.125001907348633	NaN
1.6528824E9	31.02083396911621	27.166667938232422	NaN
1.6528824E9	31.02083396911621	27.20833396911621	NaN
1.6528824E9	31.02083396911621	27.250001907348633	NaN
1.6528824E9	31.02083396911621	27.291667938232422	NaN
1.6528824E9	31.02083396911621	27.33333396911621	NaN
1.6528824E9	31.02083396911621	27.375001907348633	NaN
1.6528824E9	31.02083396911621	27.416667938232422	NaN
1.6528824E9	31.02083396911621	27.45833396911621	NaN
1.6528824E9	31.02083396911621	27.500001907348633	NaN
1.6528824E9	31.02083396911621	27.541667938232422	NaN
1.6528824E9	31.02083396911621	27.58333396911621	NaN
1.6528824E9	31.02083396911621	27.625001907348633	NaN
1.6528824E9	31.02083396911621	27.666667938232422	NaN
1.6528824E9	31.02083396911621	27.70833396911621	NaN
1.6528824E9	31.02083396911621	27.750001907348633	NaN
1.6528824E9	31.02083396911621	27.791667938232422	NaN
1.6528824E9	31.02083396911621	27.83333396911621	NaN
1.6528824E9	31.02083396911621	27.875001907348633	NaN
1.6528824E9	31.02083396911621	27.916667938232422	NaN
1.6528824E9	31.02083396911621	27.95833396911621	NaN
1.6528824E9	31.02083396911621	28.000001907348633	NaN
1.6528824E9	31.02083396911621	28.041667938232422	NaN
1.6528824E9	31.02083396911621	28.08333396911621	NaN
1.6528824E9	31.02083396911621	28.125001907348633	NaN
1.6528824E9	31.02083396911621	28.166667938232422	NaN
1.6528824E9	31.02083396911621	28.20833396911621	NaN
1.6528824E9	31.02083396911621	28.250001907348633	NaN
1.6528824E9	31.02083396911621	28.291667938232422	NaN
1.6528824E9	31.02083396911621	28.33333396911621	NaN
1.6528824E9	31.02083396911621	28.375001907348633	NaN
1.6528824E9	31.02083396911621	28.416667938232422	NaN
1.6528824E9	31.02083396911621	28.45833396911621	NaN
1.6528824E9	31.02083396911621	28.500001907348633	NaN
1.6528824E9	31.02083396911621	28.541667938232422	NaN
1.6528824E9	31.02083396911621	28.58333396911621	NaN
1.6528824E9	31.02083396911621	28.625001907348633	0.317
1.6528824E9	31.02083396911621	28.666667938232422	0.34800002
1.6528824E9	31.02083396911621	28.70833396911621	0.365
1.6528824E9	31.02083396911621	28.750001907348633	0.37600002
1.6528824E9	31.02083396911621	28.791667938232422	0.38200003
1.6528824E9	31.02083396911621	28.83333396911621	0.38900003
1.6528824E9	31.02083396911621	28.875001907348633	0.39400002
1.6528824E9	31.02083396911621	28.916667938232422	0.39900002
1.6528824E9	31.02083396911621	28.95833396911621	0.404
1.6528824E9	31.02083396911621	29.000001907348633	0.40800002
1.6528824E9	31.02083396911621	29.041667938232422	0.41300002
1.6528824E9	31.02083396911621	29.08333396911621	0.41700003
1.6528824E9	31.02083396911621	29.125001907348633	0.42200002
1.6528824E9	31.02083396911621	29.166667938232422	0.42800003
1.6528824E9	31.02083396911621	29.20833396911621	0.43400002
1.6528824E9	31.02083396911621	29.250001907348633	0.44200003
1.6528824E9	31.02083396911621	29.291667938232422	0.44900003
1.6528824E9	31.02083396911621	29.33333396911621	0.455
1.6528824E9	31.02083396911621	29.375001907348633	0.46100003
1.6528824E9	31.02083396911621	29.416667938232422	0.46500003
1.6528824E9	31.02083396911621	29.45833396911621	0.46800002
1.6528824E9	31.02083396911621	29.500001907348633	0.46800002
1.6528824E9	31.02083396911621	29.541667938232422	0.46600002
1.6528824E9	31.02083396911621	29.58333396911621	0.46100003
1.6528824E9	31.02083396911621	29.625001907348633	NaN
1.6528824E9	31.02083396911621	29.666667938232422	NaN
1.6528824E9	31.02083396911621	29.70833396911621	NaN
