time	latitude	longitude	si10
1079616	31.5	33.0	5.633366886540159
1079616	31.5	33.25	5.468300061906006
1079616	31.5	33.5	5.330365284234356
1079616	31.5	33.75	5.263997372951824
1079616	31.5	34.0	4.825498003180583
1079616	31.5	34.25	4.146546959729669
1079616	31.5	34.5	2.802048428962012
1079616	31.5	34.75	2.880195222907906
1079616	31.5	35.0	2.8819011300522543
1079616	31.25	26.0	4.6787899887665665
1079616	31.25	26.25	4.793004533764411
1079616	31.25	26.5	4.839632662376618
1079616	31.25	26.75	4.856772967493649
1079616	31.25	27.0	4.977567440048269
1079616	31.25	27.25	5.092350620760896
1079616	31.25	27.5	5.534505505841456
1079616	31.25	27.75	5.817198689762153
1079616	31.25	28.0	5.904118720450413
1079616	31.25	28.25	5.956108271516288
1079616	31.25	28.5	6.066992235898975
1079616	31.25	28.75	6.251555142182832
1079616	31.25	29.0	6.241482166663818
1079616	31.25	29.25	6.198834488055093
1079616	31.25	29.5	6.109233746139998
1079616	31.25	29.75	5.625081051839036
1079616	31.25	30.0	5.048646904396144
1079616	31.25	30.25	4.018847624924113
1079616	31.25	30.5	3.741515863457085
1079616	31.25	30.75	3.5894464265894
1079616	31.25	31.0	3.5965137561874174
1079616	31.25	31.25	3.5283587040869966
1079616	31.25	31.5	3.5723061214723693
1079616	31.25	31.75	3.692938126679908
1079616	31.25	32.0	4.760348597001158
1079616	31.25	32.25	5.408024676139007
1079616	31.25	32.5	5.571629294649433
1079616	31.25	32.75	5.360909145485557
1079616	31.25	33.0	5.226629883123227
1079616	31.25	33.25	5.0735856421730565
1079616	31.25	33.5	4.945642606346879
1079616	31.25	33.75	4.8504367409574956
1079616	31.25	34.0	4.39236005586301
1079616	31.25	34.25	3.6018751786410856
1079616	31.25	34.5	3.165569118055436
1079616	31.25	34.75	3.3128457681842356
1079616	31.25	35.0	2.9658967484930594
1079616	31.0	26.0	4.686101019385205
1079616	31.0	26.25	4.644590612206046
1079616	31.0	26.5	4.6758655765191115
1079616	31.0	26.75	4.693412050003844
1079616	31.0	27.0	4.7012104826637255
1079616	31.0	27.25	4.71152715920336
1079616	31.0	27.5	4.788617915393228
1079616	31.0	27.75	4.855310761369921
1079616	31.0	28.0	4.9544158430892455
1079616	31.0	28.25	5.007380198237606
1079616	31.0	28.5	5.128499605486387
1079616	31.0	28.75	5.559363009944828
1079616	31.0	29.0	5.753511489706455
1079616	31.0	29.25	5.705421154970521
1079616	31.0	29.5	5.286417866848983
1079616	31.0	29.75	4.0347694249380375
1079616	31.0	30.0	3.477100256082985
1079616	31.0	30.25	3.358742793734579
1079616	31.0	30.5	3.32868633452462
1079616	31.0	30.75	3.3584990927139575
1079616	31.0	31.0	3.3049661018508143
1079616	31.0	31.25	3.2740160722319103
1079616	31.0	31.5	3.2415226028157385
1079616	31.0	31.75	3.2930247518403712
1079616	31.0	32.0	3.5329890234788013
1079616	31.0	32.25	4.108204665818586
1079616	31.0	32.5	4.410962567103769
1079616	31.0	32.75	4.555477272332194
1079616	31.0	33.0	4.4422375314168345
1079616	31.0	33.25	4.261086439421676
1079616	31.0	33.5	4.113322387251634
1079616	31.0	33.75	4.027133459625237
1079616	31.0	34.0	3.8816439503143267
1079616	31.0	34.25	3.551104132678317
1079616	31.0	34.5	3.6790471685044945
1079616	31.0	34.75	3.51763585917966
1079616	31.0	35.0	3.042581336315225
