time	latitude	longitude	lsm
1079616	31.75	32.25	0.00402850472281141
1079616	31.75	32.5	0.0
1079616	31.75	32.75	0.0
1079616	31.75	33.0	0.0
1079616	31.75	33.25	0.0
1079616	31.75	33.5	0.0
1079616	31.75	33.75	0.0
1079616	31.75	34.0	0.0
1079616	31.75	34.25	0.022278851876154027
1079616	31.75	34.5	0.4017517891749195
1079616	31.75	34.75	0.875406283856988
1079616	31.75	35.0	0.9978178932751438
1079616	31.5	26.0	0.6536401507637374
1079616	31.5	26.25	0.5679123495033037
1079616	31.5	26.5	0.4803534097325012
1079616	31.5	26.75	0.4144629423343964
1079616	31.5	27.0	0.29842979872735875
1079616	31.5	27.25	0.28567286710512263
1079616	31.5	27.5	0.06462392992843302
1079616	31.5	27.75	0.012619596233958474
1079616	31.5	28.0	0.01263485572154488
1079616	31.5	28.25	0.0
1079616	31.5	28.5	0.0
1079616	31.5	28.75	0.0
1079616	31.5	29.0	0.0
1079616	31.5	29.25	0.0
1079616	31.5	29.5	4.272656524194063E-4
1079616	31.5	29.75	9.613477179436503E-4
1079616	31.5	30.0	0.04437458990127113
1079616	31.5	30.25	0.3341217401919644
1079616	31.5	30.5	0.35916255932125796
1079616	31.5	30.75	0.4191018265606641
1079616	31.5	31.0	0.5476477499885554
1079616	31.5	31.25	0.5015183190148474
1079616	31.5	31.5	0.4861520150153358
1079616	31.5	31.75	0.40416278821357177
1079616	31.5	32.0	0.1613080432759068
1079616	31.5	32.25	0.043535318084018726
1079616	31.5	32.5	0.039506813361207316
1079616	31.5	32.75	0.001602246196572732
1079616	31.5	33.0	0.001922695435887245
1079616	31.5	33.25	0.002258404162788219
1079616	31.5	33.5	0.0
1079616	31.5	33.75	0.0
1079616	31.5	34.0	0.14336288587429236
1079616	31.5	34.25	0.25651198632749916
1079616	31.5	34.5	0.7417789510628233
1079616	31.5	34.75	0.8771153464666657
1079616	31.5	35.0	0.9998626646117224
1079616	31.25	26.0	1.0
1079616	31.25	26.25	0.9999847405124136
1079616	31.25	26.5	0.999511696397235
1079616	31.25	26.75	0.9891352448384783
1079616	31.25	27.0	0.8727816519921261
1079616	31.25	27.25	0.7851464147833915
1079616	31.25	27.5	0.38400500511192837
1079616	31.25	27.75	0.3216852578090428
1079616	31.25	28.0	0.21975188073184504
1079616	31.25	28.25	0.20440083621991972
1079616	31.25	28.5	0.14319503151084184
1079616	31.25	28.75	0.04193307188744605
1079616	31.25	29.0	0.041948331375032455
1079616	31.25	29.25	0.01622083530435048
1079616	31.25	29.5	0.016648100956769885
1079616	31.25	29.75	0.17122671020707125
1079616	31.25	30.0	0.42229105946622314
1079616	31.25	30.25	0.7752430073398136
1079616	31.25	30.5	0.8592159675278104
1079616	31.25	30.75	0.9227106953748493
1079616	31.25	31.0	0.9846336960004882
1079616	31.25	31.25	0.9916835792654083
1079616	31.25	31.5	0.9788045717424809
1079616	31.25	31.75	0.9575175865594434
1079616	31.25	32.0	0.5405673477484626
1079616	31.25	32.25	0.34944226572871684
1079616	31.25	32.5	0.21752399554422963
1079616	31.25	32.75	0.17720842934094272
1079616	31.25	33.0	0.22185769001876915
1079616	31.25	33.25	0.2184243053118276
1079616	31.25	33.5	0.21471624982833076
1079616	31.25	33.75	0.2930126806341843
1079616	31.25	34.0	0.43794729372987656
