,latitude,longitude,Wind_Speed,Wave_Height,Land_Sea_Mask
83,35.0,28.5,6.653905527228582,1.187152108448613,0.0
84,35.0,28.75,6.499074145460522,1.1585749608158125,0.0
85,35.0,29.0,6.363332676974464,1.1328185570317697,0.0
86,35.0,29.25,6.2913596422176425,1.0996268915493026,0.0
87,35.0,29.5,6.217355765622311,1.063244773072853,0.0
88,35.0,29.75,6.123368405336033,1.028574271009484,0.0
89,35.0,30.0,5.997131276654205,0.991343190792146,0.0
90,35.0,30.25,5.884135236759467,0.948621245121644,0.0
91,35.0,30.5,5.817686091803395,0.9044341558015448,0.0
92,34.75,26.0,7.284035132881698,1.3447440548338072,0.048647246425465
93,34.75,26.25,7.366731012545856,1.3778261768658369,0.0485404300123601
94,34.75,26.5,7.445365208532991,1.4050477242994772,0.0
95,34.75,26.75,7.459256166708405,1.4141946024109822,0.0
96,34.75,27.0,7.381678008477294,1.4048012515359936,0.0
97,34.75,27.25,7.276642868589518,1.3855079113277444,0.0
98,34.75,27.5,7.175831879725845,1.3571909293897324,0.0
99,34.75,27.75,7.085987436790129,1.328504238306495,0.0
100,34.75,28.0,6.983714241802728,1.294449918151835,0.0
101,34.75,28.25,6.866006648842644,1.2622167578606935,0.0
102,34.75,28.5,6.752035804865422,1.2336533031591976,0.0
103,34.75,28.75,6.681200041538166,1.2064317557255575,0.0
104,34.75,29.0,6.598666629221089,1.1806753519415143,0.0
105,34.75,29.25,6.467799181147456,1.1480861754364522,0.0
106,34.75,29.5,6.343592894304139,1.1140318552817925,0.0
107,34.75,29.75,6.2402636615607125,1.0799638421958282,0.0
108,34.75,30.0,6.168534327824513,1.0361464620209544,0.0
109,34.75,30.25,6.017439695039313,0.9823058561310782,0.0
110,34.75,30.5,5.93758699394907,0.8982038720579301,0.0
111,34.5,26.0,7.276155466548276,1.3288739474517202,0.0
112,34.5,26.25,7.425138023821424,1.350358156668713,0.0
113,34.5,26.5,7.459743568749648,1.375251905780563,0.0
114,34.5,26.75,7.441222291182429,1.393929064080103,0.0
115,34.5,27.0,7.333343972720739,1.396380098783635,0.0
116,34.5,27.25,7.27883617777511,1.3846589495868562,0.0
117,34.5,27.5,7.1860673225919385,1.3669539894099465,0.0
118,34.5,27.75,7.117993504165058,1.3447440548338072,0.0
119,34.5,28.0,7.039846710219165,1.318494705522797,0.0
120,34.5,28.25,6.96340582341762,1.2906569761804474,0.0
121,34.5,28.5,6.888264675392723,1.261614268883289,0.0
122,34.5,28.75,6.812554891653042,1.2348719740453111,0.0
123,34.5,29.0,6.691679185424881,1.2047201393124765,0.0
124,34.5,29.25,6.595498515953013,1.1685981865308148,0.0
125,34.5,29.5,6.4822587750376535,1.1318463589091394,0.0
126,34.5,29.75,6.391683229040074,1.0955874768144316,0.0
127,34.5,30.0,6.292334446300128,1.0529887675256715,0.0
128,34.5,30.25,6.155861874752206,0.994027005327857,0.0
129,34.5,30.5,6.075765472641342,0.8654914591711259,0.0
130,34.25,26.0,7.317665873727435,1.2834544943142026,0.0
131,34.25,26.25,7.445365208532991,1.30359679626334,0.0
132,34.25,26.5,7.481270492237861,1.3278880563977855,0.0
133,34.25,26.75,7.440247487099944,1.352069773081794,0.0
134,34.25,27.0,7.339680199256891,1.3652423729968652,0.0
135,34.25,27.25,7.249592055300555,1.363544449515089,0.0
136,34.25,27.5,7.161940921550431,1.3548768239992468,0.0
137,34.25,27.75,7.093542168429389,1.3399789147397896,0.0
138,34.25,28.0,7.060642530645515,1.318371469141055,0.0
139,34.25,28.25,7.037653401033573,1.2949291707474977,0.0
140,34.25,28.5,6.996142993854414,1.2683238052225665,0.0
141,34.25,28.75,6.929531381551261,1.2391441686123614,0.0
142,34.25,29.0,6.816941510024225,1.2085130812838638,0.0
143,34.25,29.25,6.724416355861675,1.171514780898705,0.0
144,34.25,29.5,6.650981114981127,1.1325857771995906,0.0
145,34.25,29.75,6.556912521021308,1.091205738796944,0.0
146,34.25,30.0,6.4419668729616,1.046279231186394,0.0
147,34.25,30.25,6.31914155856847,0.9786498434727372,0.0
148,34.0,26.0,7.302556410448915,1.174814777343125,0.0
149,34.0,26.25,7.400686688085755,1.2193715758084498,0.0
150,34.0,26.5,7.424163219738939,1.2533026595813677,0.0
151,34.0,26.75,7.352840054370441,1.2874939090490738,0.0
152,34.0,27.0,7.270306642053365,1.3099503163886963,0.0
153,34.0,27.25,7.232939152224767,1.320083085554136,0.0
154,34.0,27.5,7.177294085849573,1.3198366127906525,0.0
155,34.0,27.75,7.113606885793876,1.3055548854399046,0.0
156,34.0,28.0,7.104102545989646,1.2801681908010871,0.0
157,34.0,28.25,7.105808453133994,1.2462234140968649,0.0
158,34.0,28.5,7.080382313315839,1.2096085157882357,0.0
159,34.0,28.75,7.016695113260143,1.1931222264974397,0.0
160,34.0,29.0,6.922464051953243,1.1683517137673312,0.0
161,34.0,29.25,6.846510567192942,1.1414861825476117,0.0
162,34.0,29.5,6.772994092638852,1.1043783387120156,0.0
163,34.0,29.75,6.702726965026381,1.0628750639276274,0.0
164,34.0,30.0,6.597204423097361,1.0140460708952523,0.0
165,34.0,30.25,6.47787215666647,0.9268905631411676,0.0
166,34.0,30.5,6.371862212696209,0.7896873914685943,0.0
167,33.75,26.75,7.206863143018289,1.1016945241763043,0.0
168,33.75,27.0,7.229527337936069,1.1860429810129365,0.0
169,33.75,27.25,7.209300153224502,1.2293811085921476,0.0
170,33.75,27.5,7.195165494028467,1.241225494170668,0.0
171,33.75,27.75,7.163403127674159,1.224506425047693,0.0
172,33.75,28.0,7.153898787869929,1.175786975465755,0.0
173,33.75,28.25,7.141145101124081,1.1645587717959436,0.0
174,33.75,28.5,7.114094287835118,1.06568211484508,0.0
175,33.75,29.0,6.9907815714007455,0.7594123203540175,0.0
176,33.75,29.25,6.914584385619822,0.9068714975737724,0.0
177,33.75,29.5,6.86137632945084,0.931039521326476,0.0
178,33.75,29.75,6.793058810003338,0.9172507395026954,0.0
179,33.75,30.0,6.692166587466124,0.8706126154790642,0.0
180,33.5,27.5,7.177050384828951,0.9366536231613816,0.0
181,33.5,27.75,7.156823200117384,0.9871942326068376,0.0
